payment_id,order_id,payment_date,amount,payment_method,payment_status
47329,47329,2026-04-12,2887.46,credit_card,refunded
47330,47330,2024-09-26,4032.9,credit_card,completed
47331,47331,2025-05-09,4508.3,credit_card,failed
47332,47332,2025-02-10,3074.64,paypal,completed
47333,47333,2025-05-07,324.83,credit_card,completed
47334,47334,2024-09-27,1588.5,credit_card,failed
47335,47335,2025-11-19,4589.06,credit_card,completed
47336,47336,2025-08-11,1270.27,bank_transfer,refunded
47337,47337,2024-10-14,3741.03,credit_card,completed
47338,47338,2025-09-08,970.89,credit_card,completed
47339,47339,2025-03-23,260.68,paypal,completed
47340,47340,2025-05-25,1590.53,credit_card,completed
47341,47341,2026-03-26,7662.05,credit_card,completed
47342,47342,2026-03-10,4573.68,bank_transfer,refunded
47343,47343,2026-03-27,5162.28,credit_card,completed
47344,47344,2025-12-09,7800.45,credit_card,completed
47345,47345,2025-02-13,5491.67,credit_card,completed
47346,47346,2026-06-20,500.84,credit_card,completed
47347,47347,2025-11-09,2938.99,credit_card,completed
47348,47348,2025-12-20,1212.57,credit_card,completed
47349,47349,2025-12-06,1977.79,paypal,completed
47350,47350,2026-05-28,3608.56,credit_card,completed
47351,47351,2026-07-11,1961.13,bank_transfer,completed
47352,47352,2026-05-02,164.64,credit_card,completed
47353,47353,2024-10-24,2616.87,bank_transfer,completed
47354,47354,2024-10-09,1120.72,credit_card,completed
47355,47355,2025-09-28,3297.98,credit_card,completed
47356,47356,2024-11-23,6134.42,bank_transfer,completed
47357,47357,2025-06-30,799.89,paypal,completed
47358,47358,2025-06-14,2399.93,paypal,completed
47359,47359,2025-03-07,1718.84,credit_card,failed
47360,47360,2026-04-19,3251.63,credit_card,completed
47361,47361,2026-06-28,3058.14,credit_card,completed
47362,47362,2026-07-30,4879.01,bank_transfer,completed
47363,47363,2026-05-08,7538.55,credit_card,completed
47364,47364,2025-04-22,4249.36,bank_transfer,completed
47365,47365,2024-10-03,1790.88,credit_card,completed
47366,47366,2024-11-23,4970.28,credit_card,completed
47367,47367,2025-06-12,1817.38,credit_card,completed
47368,47368,2024-11-10,2993.01,credit_card,refunded
47369,47369,2025-11-13,6305.81,credit_card,completed
47370,47370,2024-12-16,929.66,paypal,completed
47371,47371,2026-06-26,6305.31,credit_card,completed
47372,47372,2026-01-31,2140.59,credit_card,completed
47373,47373,2026-05-28,1827.04,bank_transfer,completed
47374,47374,2025-04-12,863.46,paypal,completed
47375,47375,2024-11-06,498.66,credit_card,completed
47376,47376,2024-12-15,2792.09,bank_transfer,completed
47377,47377,2025-09-25,6002.18,credit_card,completed
47378,47378,2025-01-04,1332.48,paypal,completed
47379,47379,2026-07-13,2277.02,credit_card,completed
47380,47380,2026-08-01,3389.63,credit_card,completed
47381,47381,2025-09-13,1813.68,credit_card,completed
47382,47382,2025-05-21,4045.64,credit_card,completed
47383,47383,2025-03-29,2007.9,paypal,completed
47384,47384,2025-04-29,1840.28,credit_card,completed
47385,47385,2025-08-27,3974.1,credit_card,completed
47386,47386,2024-09-05,4369.21,credit_card,completed
47387,47387,2026-03-01,2219.9,credit_card,completed
47388,47388,2024-11-27,4612.73,credit_card,completed
47389,47389,2025-03-23,3703.2,credit_card,completed
47390,47390,2026-05-06,6579.79,bank_transfer,completed
47391,47391,2025-05-11,3977.97,credit_card,completed
47392,47392,2024-10-25,3206.43,credit_card,completed
47393,47393,2025-01-20,2123.76,credit_card,failed
47394,47394,2024-12-08,6492.06,credit_card,completed
47395,47395,2026-02-28,1795.44,paypal,completed
47396,47396,2026-07-16,5551.86,credit_card,completed
47397,47397,2025-05-08,4456.74,credit_card,failed
47398,47398,2024-09-11,8669.33,bank_transfer,completed
47399,47399,2025-08-01,1909.11,bank_transfer,completed
47400,47400,2025-01-27,1709.4,paypal,completed
47401,47401,2026-02-02,5293.26,credit_card,completed
47402,47402,2025-04-26,5106.2,credit_card,completed
47403,47403,2024-12-09,294.34,bank_transfer,completed
47404,47404,2026-03-16,3177.34,credit_card,completed
47405,47405,2025-03-29,567.75,credit_card,completed
47406,47406,2025-06-25,2230.77,bank_transfer,completed
47407,47407,2025-08-07,5745.75,credit_card,completed
47408,47408,2025-11-22,3717.76,paypal,completed
47409,47409,2025-04-20,3277.3,credit_card,completed
47410,47410,2025-05-07,3103.3,credit_card,completed
47411,47411,2026-06-11,1754.88,bank_transfer,failed
47412,47412,2024-12-06,5852.78,credit_card,completed
47413,47413,2025-02-03,5292.43,credit_card,completed
47414,47414,2025-06-28,2593.2,credit_card,completed
47415,47415,2025-08-16,4136.69,paypal,completed
47416,47416,2025-02-18,6013.88,credit_card,completed
47417,47417,2026-01-08,4197.04,credit_card,completed
47418,47418,2025-12-25,3158.15,bank_transfer,failed
47419,47419,2024-08-25,2922.05,bank_transfer,completed
47420,47420,2026-01-01,1898.76,bank_transfer,completed
47421,47421,2025-04-16,1397.61,paypal,completed
47422,47422,2025-07-15,5222.77,paypal,completed
47423,47423,2025-01-05,3736.91,bank_transfer,completed
47424,47424,2026-03-09,5920.88,bank_transfer,completed
47425,47425,2026-05-08,5406.67,bank_transfer,completed
47426,47426,2025-07-12,4799.31,credit_card,completed
47427,47427,2026-01-16,5533.54,credit_card,completed
47428,47428,2025-08-05,768.8,paypal,completed
47429,47429,2025-05-16,1756.08,credit_card,completed
47430,47430,2025-10-04,2505.71,paypal,completed
47431,47431,2025-07-06,1539.42,bank_transfer,completed
47432,47432,2026-04-12,3455.04,paypal,completed
47433,47433,2025-03-11,2407.61,credit_card,completed
47434,47434,2025-09-20,5039.78,bank_transfer,failed
47435,47435,2025-06-14,1850.72,credit_card,completed
47436,47436,2024-12-13,3215.92,credit_card,completed
47437,47437,2025-03-12,3822.93,credit_card,completed
47438,47438,2026-02-07,3031.22,paypal,completed
47439,47439,2025-10-18,1858.3,credit_card,failed
47440,47440,2024-09-25,832.72,bank_transfer,failed
47441,47441,2025-01-23,4242.56,credit_card,refunded
47442,47442,2025-09-12,2257.65,paypal,completed
47443,47443,2025-10-05,669.55,credit_card,completed
47444,47444,2025-09-11,2495.6,bank_transfer,completed
47445,47445,2026-07-29,212.42,credit_card,completed
47446,47446,2025-09-14,2600.08,credit_card,completed
47447,47447,2025-08-04,282.3,credit_card,failed
47448,47448,2026-02-18,3075.8,paypal,completed
47449,47449,2025-08-31,4740.84,credit_card,refunded
47450,47450,2026-05-23,5642.45,credit_card,completed
47451,47451,2025-05-22,3887.31,paypal,completed
47452,47452,2025-05-03,3410.24,paypal,failed
47453,47453,2025-02-16,541.14,paypal,completed
47454,47454,2025-08-24,5008.87,credit_card,failed
47455,47455,2025-10-12,3709.59,bank_transfer,completed
47456,47456,2026-04-09,849.71,paypal,completed
47457,47457,2026-07-30,3755.12,credit_card,completed
47458,47458,2026-01-19,1048.5,credit_card,completed
47459,47459,2026-01-02,5953.37,credit_card,completed
47460,47460,2025-03-06,294.34,paypal,completed
47461,47461,2025-01-29,861.81,credit_card,completed
47462,47462,2026-02-22,556.79,credit_card,completed
47463,47463,2025-01-04,1941.78,paypal,completed
47464,47464,2024-10-02,969.8,credit_card,completed
47465,47465,2025-09-04,636.27,credit_card,completed
47466,47466,2025-05-29,3494.04,credit_card,completed
47467,47467,2026-03-22,1548.9,credit_card,completed
47468,47468,2025-12-04,2989.49,paypal,completed
47469,47469,2025-02-02,1944.14,credit_card,completed
47470,47470,2026-07-14,2119.41,credit_card,completed
47471,47471,2025-04-19,5390.02,paypal,completed
47472,47472,2025-01-03,912.05,bank_transfer,refunded
47473,47473,2024-11-21,3752.82,credit_card,completed
47474,47474,2026-06-04,1759.46,paypal,completed
47475,47475,2024-12-15,542.08,credit_card,completed
47476,47476,2026-04-17,3110.15,credit_card,completed
47477,47477,2024-12-01,2269.76,credit_card,failed
47478,47478,2026-05-24,5217.74,credit_card,completed
47479,47479,2025-05-01,195.54,credit_card,completed
47480,47480,2026-02-17,5161.71,credit_card,completed
47481,47481,2025-07-22,4780.48,credit_card,completed
47482,47482,2024-09-15,726.72,credit_card,completed
47483,47483,2025-05-22,4943.2,paypal,completed
47484,47484,2026-04-02,6859.07,credit_card,completed
47485,47485,2024-09-02,8084.81,paypal,completed
47486,47486,2026-05-08,1898.72,credit_card,completed
47487,47487,2024-12-20,5591.74,credit_card,completed
47488,47488,2025-01-02,3813.16,credit_card,completed
47489,47489,2026-04-01,5548.21,credit_card,refunded
47490,47490,2025-02-26,74.55,paypal,completed
47491,47491,2025-01-31,4795.39,credit_card,completed
47492,47492,2024-11-25,866.34,credit_card,completed
47493,47493,2026-03-26,4271.45,credit_card,completed
47494,47494,2025-11-08,5056.37,credit_card,completed
47495,47495,2026-01-07,3140.08,credit_card,completed
47496,47496,2024-11-22,2659.45,credit_card,completed
47497,47497,2024-12-17,3512.17,paypal,completed
47498,47498,2025-06-08,567.08,paypal,completed
47499,47499,2025-07-30,8167.71,credit_card,completed
47500,47500,2026-05-11,2204.73,credit_card,failed
47501,47501,2024-10-04,593.68,paypal,completed
47502,47502,2025-07-09,856.71,credit_card,completed
47503,47503,2025-04-04,3301.96,credit_card,completed
47504,47504,2026-04-10,2844.7,paypal,completed
47505,47505,2026-01-25,2342.24,credit_card,completed
47506,47506,2025-05-25,2090.46,credit_card,completed
47507,47507,2024-10-18,2377.29,credit_card,completed
47508,47508,2026-01-10,2907.18,paypal,completed
47509,47509,2024-12-13,732.58,credit_card,completed
47510,47510,2025-03-17,547.23,paypal,completed
47511,47511,2025-03-20,7674.21,paypal,completed
47512,47512,2024-10-29,3631.96,paypal,completed
47513,47513,2024-11-14,1983.06,credit_card,completed
47514,47514,2024-09-24,4954.56,bank_transfer,completed
47515,47515,2026-06-06,234.6,credit_card,completed
47516,47516,2025-04-20,2398.52,credit_card,completed
47517,47517,2025-02-06,1377.7,paypal,completed
47518,47518,2025-12-04,3929.56,credit_card,completed
47519,47519,2025-05-31,3355.32,paypal,completed
47520,47520,2026-06-06,5563.8,credit_card,completed
47521,47521,2025-09-09,3178.88,paypal,refunded
47522,47522,2025-05-13,4678.25,credit_card,completed
47523,47523,2026-07-23,479.16,credit_card,failed
47524,47524,2024-09-20,4736.6,credit_card,completed
47525,47525,2025-03-20,2430.3,credit_card,completed
47526,47526,2024-11-04,696.82,credit_card,completed
47527,47527,2026-05-04,1229.16,paypal,completed
47528,47528,2025-04-19,3568.82,credit_card,completed
47529,47529,2025-07-03,6752.18,credit_card,completed
47530,47530,2026-02-25,1989.96,credit_card,completed
47531,47531,2026-02-19,80.25,credit_card,completed
47532,47532,2025-12-18,2912.67,credit_card,completed
47533,47533,2024-11-10,2507.46,credit_card,completed
47534,47534,2025-04-23,649.33,paypal,completed
47535,47535,2025-09-23,3633.04,credit_card,completed
47536,47536,2025-11-18,4049.16,bank_transfer,completed
47537,47537,2025-03-29,3592.83,credit_card,completed
47538,47538,2025-10-13,2544.66,paypal,completed
47539,47539,2024-11-13,4923.65,credit_card,completed
47540,47540,2024-08-22,1521.9,credit_card,failed
47541,47541,2025-07-01,920.94,credit_card,completed
47542,47542,2025-11-27,1087.9,paypal,completed
47543,47543,2025-08-08,3739.8,credit_card,completed
47544,47544,2024-09-07,5685.05,credit_card,completed
47545,47545,2026-04-14,186.45,bank_transfer,completed
47546,47546,2026-07-24,4952.31,credit_card,completed
47547,47547,2025-09-25,1629.1,credit_card,completed
47548,47548,2025-09-16,3907.68,credit_card,completed
47549,47549,2025-07-22,1720.84,paypal,completed
47550,47550,2026-03-27,4688.74,credit_card,completed
47551,47551,2025-06-11,2875.11,bank_transfer,completed
47552,47552,2026-03-09,709.8,credit_card,completed
47553,47553,2025-09-27,2759.5,credit_card,completed
47554,47554,2026-05-08,3583.63,paypal,completed
47555,47555,2025-10-30,848.45,credit_card,completed
47556,47556,2025-10-27,3794.32,credit_card,completed
47557,47557,2025-12-06,1882.56,bank_transfer,completed
47558,47558,2025-04-30,2850.23,paypal,failed
47559,47559,2025-04-03,3949.28,credit_card,completed
47560,47560,2025-04-28,4487.46,credit_card,completed
47561,47561,2025-07-06,2875.94,credit_card,completed
47562,47562,2024-10-27,6401.35,paypal,failed
47563,47563,2025-11-02,1671.16,paypal,completed
47564,47564,2026-06-19,8966.8,credit_card,completed
47565,47565,2025-09-07,1598.97,credit_card,completed
47566,47566,2025-11-27,396.81,credit_card,completed
47567,47567,2026-01-03,1341.1,paypal,completed
47568,47568,2024-12-03,2577.65,paypal,completed
47569,47569,2026-01-26,1811.76,credit_card,completed
47570,47570,2024-11-02,7595.62,credit_card,failed
47571,47571,2025-07-14,5693.16,paypal,completed
47572,47572,2026-01-07,1529.46,paypal,completed
47573,47573,2025-06-05,3258.03,credit_card,completed
47574,47574,2025-12-28,305.06,paypal,completed
47575,47575,2026-05-04,3535.01,bank_transfer,completed
47576,47576,2025-05-02,638.56,paypal,completed
47577,47577,2026-02-03,984.46,credit_card,failed
47578,47578,2024-08-30,3278.05,credit_card,completed
47579,47579,2025-06-11,5628.36,credit_card,completed
47580,47580,2024-10-12,7050.4,credit_card,refunded
47581,47581,2024-12-12,2463.12,credit_card,completed
47582,47582,2025-02-14,2702.48,credit_card,completed
47583,47583,2024-12-30,3725.72,bank_transfer,completed
47584,47584,2026-08-13,1525.42,credit_card,completed
47585,47585,2025-12-05,1257.34,credit_card,completed
47586,47586,2025-09-18,374.58,credit_card,completed
47587,47587,2025-10-23,2448.27,paypal,completed
47588,47588,2026-07-30,761.3,credit_card,completed
47589,47589,2024-09-29,4831.82,credit_card,completed
47590,47590,2025-12-22,4387.19,paypal,completed
47591,47591,2025-04-19,497.16,paypal,completed
47592,47592,2025-04-26,6069.85,credit_card,completed
47593,47593,2025-05-13,6287.02,paypal,completed
47594,47594,2025-06-25,6847.91,credit_card,completed
47595,47595,2026-05-24,3425.07,paypal,completed
47596,47596,2026-05-15,3522.39,credit_card,completed
47597,47597,2025-10-09,3484.34,credit_card,completed
47598,47598,2026-03-19,5444.88,bank_transfer,completed
47599,47599,2026-08-13,3392.24,credit_card,failed
47600,47600,2026-05-12,2552.22,credit_card,completed
47601,47601,2026-07-05,5684.28,credit_card,completed
47602,47602,2026-06-13,1159.32,credit_card,completed
47603,47603,2026-06-16,7522.05,bank_transfer,completed
47604,47604,2025-07-02,4207.39,credit_card,completed
47605,47605,2025-08-25,1342.52,bank_transfer,completed
47606,47606,2026-05-26,3505.52,bank_transfer,completed
47607,47607,2026-05-31,4387.45,credit_card,completed
47608,47608,2025-08-31,1477.96,credit_card,completed
47609,47609,2024-11-08,2997.64,bank_transfer,completed
47610,47610,2025-08-08,1862.16,credit_card,completed
47611,47611,2025-01-26,475.58,credit_card,completed
47612,47612,2024-11-12,603.66,bank_transfer,failed
47613,47613,2026-07-21,1405.16,bank_transfer,completed
47614,47614,2026-08-18,404.17,paypal,completed
47615,47615,2025-05-05,825.26,paypal,failed
47616,47616,2025-11-18,1161.0,credit_card,completed
47617,47617,2025-04-16,5382.08,credit_card,completed
47618,47618,2026-03-09,2379.65,credit_card,completed
47619,47619,2025-08-09,751.67,credit_card,completed
47620,47620,2025-03-21,1229.16,paypal,completed
47621,47621,2025-05-18,3384.23,credit_card,failed
47622,47622,2025-07-19,6703.85,paypal,completed
47623,47623,2025-12-13,2921.08,credit_card,completed
47624,47624,2026-07-19,1515.8,paypal,completed
47625,47625,2025-01-19,2652.87,paypal,completed
47626,47626,2026-08-21,296.26,credit_card,completed
47627,47627,2025-11-27,5730.35,credit_card,completed
47628,47628,2025-07-01,2046.27,credit_card,completed
47629,47629,2026-04-25,1048.5,credit_card,completed
47630,47630,2026-03-03,6264.7,credit_card,completed
47631,47631,2026-01-26,1517.62,paypal,completed
47632,47632,2024-12-02,573.22,credit_card,completed
47633,47633,2026-01-20,8360.09,credit_card,completed
47634,47634,2025-12-29,6820.9,credit_card,completed
47635,47635,2025-03-24,2640.29,credit_card,completed
47636,47636,2026-01-12,1739.28,paypal,completed
47637,47637,2025-07-28,702.24,credit_card,completed
47638,47638,2026-01-01,6544.19,paypal,completed
47639,47639,2026-04-30,2381.23,credit_card,completed
47640,47640,2025-02-13,5137.95,bank_transfer,completed
47641,47641,2026-04-04,4031.44,credit_card,completed
47642,47642,2025-02-17,678.7,bank_transfer,failed
47643,47643,2025-03-21,7061.1,bank_transfer,completed
47644,47644,2025-03-11,1775.35,credit_card,completed
47645,47645,2024-09-12,2919.43,credit_card,completed
47646,47646,2025-04-09,1787.2,credit_card,completed
47647,47647,2026-04-24,1614.29,bank_transfer,completed
47648,47648,2026-03-19,4150.01,credit_card,completed
47649,47649,2026-01-05,3278.65,paypal,completed
47650,47650,2026-04-29,386.13,credit_card,completed
47651,47651,2025-10-18,1001.27,credit_card,completed
47652,47652,2025-08-19,4173.3,credit_card,completed
47653,47653,2025-10-13,766.6,credit_card,completed
47654,47654,2024-11-05,6294.63,credit_card,completed
47655,47655,2024-11-17,4960.05,paypal,completed
47656,47656,2025-11-24,4711.02,paypal,refunded
47657,47657,2024-11-03,6400.9,paypal,completed
47658,47658,2026-05-29,3205.03,paypal,completed
47659,47659,2024-09-07,1705.75,credit_card,completed
47660,47660,2025-03-02,2791.39,credit_card,completed
47661,47661,2025-10-12,4830.27,credit_card,completed
47662,47662,2026-01-23,3945.76,bank_transfer,completed
47663,47663,2025-04-11,493.21,bank_transfer,completed
47664,47664,2025-05-15,908.14,bank_transfer,completed
47665,47665,2025-02-17,5397.04,credit_card,completed
47666,47666,2025-03-26,1096.64,paypal,completed
47667,47667,2024-10-09,2012.71,credit_card,completed
47668,47668,2026-01-13,3164.87,credit_card,completed
47669,47669,2026-08-21,2491.24,paypal,completed
47670,47670,2025-10-01,2285.91,bank_transfer,completed
47671,47671,2025-01-20,1738.74,paypal,completed
47672,47672,2025-08-04,180.38,credit_card,completed
47673,47673,2025-04-05,1239.68,credit_card,completed
47674,47674,2026-07-11,856.14,credit_card,completed
47675,47675,2025-06-26,2349.84,credit_card,completed
47676,47676,2026-03-08,3857.47,credit_card,completed
47677,47677,2026-03-28,245.1,credit_card,completed
47678,47678,2026-03-12,3370.99,credit_card,completed
47679,47679,2025-06-29,1335.78,credit_card,failed
47680,47680,2025-03-29,5482.12,credit_card,completed
47681,47681,2026-05-18,1222.46,credit_card,completed
47682,47682,2025-02-01,1963.55,paypal,completed
47683,47683,2025-06-19,2332.2,bank_transfer,completed
47684,47684,2025-02-15,844.36,credit_card,completed
47685,47685,2025-11-06,2997.48,bank_transfer,completed
47686,47686,2025-05-12,2270.87,bank_transfer,completed
47687,47687,2025-12-24,1383.93,credit_card,refunded
47688,47688,2024-09-11,377.8,credit_card,completed
47689,47689,2025-06-02,3903.34,credit_card,failed
47690,47690,2025-03-13,1109.77,bank_transfer,refunded
47691,47691,2025-04-23,2468.73,credit_card,completed
47692,47692,2026-01-04,1429.88,bank_transfer,failed
47693,47693,2026-05-18,4878.66,credit_card,completed
47694,47694,2025-09-19,3034.22,credit_card,completed
47695,47695,2025-10-11,3642.35,credit_card,completed
47696,47696,2025-02-20,2676.94,credit_card,refunded
47697,47697,2025-10-21,403.22,paypal,completed
47698,47698,2025-05-19,3474.04,paypal,completed
47699,47699,2026-08-07,5309.82,credit_card,completed
47700,47700,2025-02-11,811.25,credit_card,completed
47701,47701,2025-11-26,1578.9,credit_card,completed
47702,47702,2024-12-17,3456.34,paypal,refunded
47703,47703,2026-01-09,986.55,paypal,completed
47704,47704,2024-11-12,1931.39,credit_card,completed
47705,47705,2024-09-03,1451.08,credit_card,completed
47706,47706,2026-06-21,2709.82,paypal,failed
47707,47707,2025-09-25,5222.46,paypal,failed
47708,47708,2026-06-18,5384.98,bank_transfer,completed
47709,47709,2025-07-11,3326.01,credit_card,completed
47710,47710,2025-07-01,1833.21,credit_card,failed
47711,47711,2026-01-03,4822.16,bank_transfer,completed
47712,47712,2025-12-17,4648.8,credit_card,completed
47713,47713,2025-08-10,4404.48,paypal,completed
47714,47714,2026-07-24,5243.76,credit_card,completed
47715,47715,2025-06-26,5468.6,credit_card,completed
47716,47716,2026-04-10,1922.54,credit_card,completed
47717,47717,2024-09-21,319.36,credit_card,completed
47718,47718,2026-06-05,3715.46,bank_transfer,completed
47719,47719,2025-06-03,279.24,credit_card,completed
47720,47720,2026-04-17,1324.74,credit_card,completed
47721,47721,2026-01-25,3176.99,credit_card,completed
47722,47722,2026-04-14,2598.86,credit_card,completed
47723,47723,2025-11-26,6436.67,paypal,completed
47724,47724,2026-08-08,6465.91,credit_card,refunded
47725,47725,2025-01-31,4232.87,bank_transfer,completed
47726,47726,2024-11-13,2302.14,credit_card,completed
47727,47727,2024-11-26,1273.8,credit_card,completed
47728,47728,2025-08-06,7077.04,credit_card,completed
47729,47729,2026-06-18,5537.61,credit_card,completed
47730,47730,2025-08-16,2337.16,paypal,completed
47731,47731,2025-06-17,2990.71,paypal,completed
47732,47732,2025-09-23,3522.87,credit_card,completed
47733,47733,2025-11-19,1474.65,paypal,failed
47734,47734,2024-12-01,7062.22,credit_card,completed
47735,47735,2025-06-15,2430.49,paypal,completed
47736,47736,2025-12-03,2008.83,credit_card,completed
47737,47737,2026-08-03,4282.46,credit_card,completed
47738,47738,2026-06-30,1555.12,paypal,completed
47739,47739,2024-10-31,1787.26,paypal,completed
47740,47740,2025-11-13,2365.5,credit_card,completed
47741,47741,2025-10-07,5177.98,credit_card,completed
47742,47742,2026-03-01,1414.47,credit_card,completed
47743,47743,2025-03-07,2678.5,paypal,refunded
47744,47744,2025-10-29,648.72,credit_card,completed
47745,47745,2026-04-19,37.29,credit_card,completed
47746,47746,2025-05-17,3550.29,credit_card,completed
47747,47747,2026-05-18,4389.39,credit_card,completed
47748,47748,2026-04-10,2970.87,paypal,completed
47749,47749,2026-01-18,533.26,credit_card,completed
47750,47750,2024-09-24,6248.97,paypal,completed
47751,47751,2024-12-23,2246.42,credit_card,completed
47752,47752,2026-04-10,3071.86,paypal,completed
47753,47753,2025-11-17,2960.98,paypal,completed
47754,47754,2026-06-30,4570.53,credit_card,completed
47755,47755,2025-02-13,762.03,paypal,completed
47756,47756,2025-04-30,5389.83,credit_card,completed
47757,47757,2026-03-27,4711.95,credit_card,refunded
47758,47758,2025-07-17,718.74,bank_transfer,completed
47759,47759,2025-08-27,5534.98,paypal,completed
47760,47760,2026-03-13,3529.28,credit_card,completed
47761,47761,2026-07-03,3744.26,credit_card,completed
47762,47762,2025-02-01,3717.55,paypal,completed
47763,47763,2026-01-28,6131.9,paypal,completed
47764,47764,2025-05-14,816.83,credit_card,completed
47765,47765,2025-05-29,1001.56,paypal,completed
47766,47766,2024-10-28,3756.07,credit_card,completed
47767,47767,2025-03-18,1453.76,credit_card,completed
47768,47768,2026-05-18,4601.99,bank_transfer,completed
47769,47769,2025-11-05,1462.89,credit_card,completed
47770,47770,2025-12-08,1185.28,paypal,refunded
47771,47771,2025-08-06,3933.12,credit_card,completed
47772,47772,2025-12-28,3857.07,bank_transfer,completed
47773,47773,2025-07-10,29.82,credit_card,completed
47774,47774,2025-08-21,87.39,paypal,failed
47775,47775,2026-03-01,6491.0,credit_card,completed
47776,47776,2026-02-03,1433.75,credit_card,completed
47777,47777,2024-12-09,2670.19,credit_card,completed
47778,47778,2026-05-30,5056.2,credit_card,completed
47779,47779,2025-06-01,3307.5,credit_card,completed
47780,47780,2025-11-13,4373.51,credit_card,completed
47781,47781,2025-07-30,3020.85,paypal,completed
47782,47782,2025-06-06,4638.16,credit_card,completed
47783,47783,2026-08-08,2033.58,credit_card,completed
47784,47784,2026-03-19,2826.95,paypal,completed
47785,47785,2025-01-01,6792.31,credit_card,completed
47786,47786,2026-02-07,5327.62,paypal,completed
47787,47787,2026-02-25,4376.94,paypal,completed
47788,47788,2025-08-26,1498.37,credit_card,completed
47789,47789,2025-03-09,6393.77,credit_card,completed
47790,47790,2024-11-25,588.68,credit_card,completed
47791,47791,2025-02-28,5751.06,credit_card,completed
47792,47792,2026-05-04,866.52,credit_card,completed
47793,47793,2025-07-18,669.45,credit_card,completed
47794,47794,2025-04-14,703.05,credit_card,completed
47795,47795,2025-11-27,2919.75,paypal,completed
47796,47796,2026-07-22,6858.48,paypal,completed
47797,47797,2026-07-10,2895.52,credit_card,completed
47798,47798,2025-05-01,2852.13,credit_card,completed
47799,47799,2025-04-23,1150.84,credit_card,completed
47800,47800,2025-05-07,2001.98,bank_transfer,completed
47801,47801,2025-08-30,992.12,credit_card,completed
47802,47802,2024-10-07,3447.94,credit_card,completed
47803,47803,2025-06-13,801.94,paypal,completed
47804,47804,2026-06-01,2694.81,credit_card,completed
47805,47805,2026-04-16,4621.52,credit_card,completed
47806,47806,2024-10-08,5335.09,credit_card,completed
47807,47807,2026-01-13,1371.66,credit_card,completed
47808,47808,2026-04-04,1589.24,paypal,completed
47809,47809,2025-09-27,4741.81,paypal,completed
47810,47810,2024-12-16,1956.84,credit_card,failed
47811,47811,2025-12-30,845.46,bank_transfer,completed
47812,47812,2026-03-15,184.71,paypal,failed
47813,47813,2026-05-04,2994.1,credit_card,completed
47814,47814,2025-08-17,441.15,paypal,completed
47815,47815,2024-12-20,2414.51,credit_card,completed
47816,47816,2025-04-16,924.23,credit_card,completed
47817,47817,2025-01-02,558.02,credit_card,completed
47818,47818,2024-11-30,5473.52,credit_card,completed
47819,47819,2024-12-25,3805.17,credit_card,completed
47820,47820,2024-11-27,584.45,credit_card,completed
47821,47821,2026-07-08,1968.05,credit_card,failed
47822,47822,2025-06-14,8964.59,credit_card,completed
47823,47823,2026-01-24,4917.51,credit_card,completed
47824,47824,2024-11-07,2447.38,paypal,completed
47825,47825,2026-07-02,4819.14,credit_card,completed
47826,47826,2026-08-02,1797.03,paypal,completed
47827,47827,2025-10-21,2463.57,paypal,failed
47828,47828,2026-04-04,3569.17,credit_card,completed
47829,47829,2025-10-30,6699.56,credit_card,completed
47830,47830,2025-09-19,2185.0,credit_card,completed
47831,47831,2026-02-04,1568.64,paypal,completed
47832,47832,2025-10-28,9344.6,credit_card,completed
47833,47833,2026-01-25,6354.91,credit_card,completed
47834,47834,2025-03-20,4224.96,paypal,completed
47835,47835,2026-01-27,3588.26,credit_card,failed
47836,47836,2024-11-08,2320.56,paypal,completed
47837,47837,2025-05-18,2666.68,paypal,completed
47838,47838,2024-10-23,1120.7,paypal,completed
47839,47839,2025-04-04,2786.37,credit_card,completed
47840,47840,2024-11-22,5392.48,paypal,completed
47841,47841,2025-10-19,3004.14,credit_card,completed
47842,47842,2026-05-02,7003.31,bank_transfer,refunded
47843,47843,2024-12-03,4413.82,credit_card,completed
47844,47844,2026-03-23,1872.36,credit_card,completed
47845,47845,2024-10-09,2316.95,bank_transfer,completed
47846,47846,2024-12-30,5055.42,paypal,completed
47847,47847,2025-05-15,4412.92,credit_card,completed
47848,47848,2025-03-25,2500.08,bank_transfer,completed
47849,47849,2026-04-21,545.57,credit_card,completed
47850,47850,2025-12-24,2895.7,credit_card,completed
47851,47851,2026-07-16,5902.36,credit_card,completed
47852,47852,2025-02-13,3267.5,paypal,completed
47853,47853,2025-06-20,3350.99,credit_card,refunded
47854,47854,2025-03-22,1311.65,credit_card,completed
47855,47855,2026-04-08,2227.68,credit_card,completed
47856,47856,2025-08-20,5478.91,credit_card,completed
47857,47857,2026-08-03,5388.11,paypal,completed
47858,47858,2025-02-09,860.76,paypal,completed
47859,47859,2024-10-01,3543.04,credit_card,completed
47860,47860,2025-07-13,5963.69,credit_card,completed
47861,47861,2025-01-06,5337.43,credit_card,completed
47862,47862,2026-03-17,5628.21,credit_card,completed
47863,47863,2026-03-02,2171.28,paypal,completed
47864,47864,2024-11-12,7078.8,paypal,completed
47865,47865,2026-02-17,2437.36,bank_transfer,completed
47866,47866,2025-12-31,345.7,credit_card,completed
47867,47867,2026-07-11,5294.49,credit_card,completed
47868,47868,2025-01-19,2659.62,credit_card,completed
